POZIOM;REGION;WOJ;PODREG;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
5;2;12;20;14;04;2;Pałecznica;gmina wiejska;2017-01-01
5;2;12;20;14;05;3;Proszowice;gmina miejsko-wiejska;2017-01-01
5;2;12;20;14;05;4;Proszowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;20;14;05;5;Proszowice;obszar wiejski;2017-01-01
5;2;12;20;14;06;2;Radziemice;gmina wiejska;2017-01-01
5;2;12;20;19;01;2;Biskupice;gmina wiejska;2017-01-01
5;2;12;20;19;02;2;Gdów;gmina wiejska;2017-01-01
5;2;12;20;19;03;2;Kłaj;gmina wiejska;2017-01-01
5;2;12;20;19;04;3;Niepołomice;gmina miejsko-wiejska;2017-01-01
5;2;12;20;19;04;4;Niepołomice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;20;19;04;5;Niepołomice;obszar wiejski;2017-01-01
5;2;12;20;19;05;3;Wieliczka;gmina miejsko-wiejska;2017-01-01
5;2;12;20;19;05;4;Wieliczka;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;20;19;05;5;Wieliczka;obszar wiejski;2017-01-01
5;2;12;21;61;01;1;Kraków;gmina miejska;2017-01-01
5;2;12;21;61;02;9;Kraków-Krowodrza;delegatura;2017-01-01
5;2;12;21;61;03;9;Kraków-Nowa Huta;delegatura;2017-01-01
5;2;12;21;61;04;9;Kraków-Podgórze;delegatura;2017-01-01
5;2;12;21;61;05;9;Kraków-Śródmieście;delegatura;2017-01-01
5;2;12;22;05;01;1;Gorlice;gmina miejska;2017-01-01
5;2;12;22;05;02;3;Biecz;gmina miejsko-wiejska;2017-01-01
5;2;12;22;05;02;4;Biecz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;05;02;5;Biecz;obszar wiejski;2017-01-01
5;2;12;22;05;03;3;Bobowa;gmina miejsko-wiejska;2017-01-01
5;2;12;22;05;03;4;Bobowa;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;05;03;5;Bobowa;obszar wiejski;2017-01-01
5;2;12;22;05;04;2;Gorlice;gmina wiejska;2017-01-01
5;2;12;22;05;05;2;Lipinki;gmina wiejska;2017-01-01
5;2;12;22;05;06;2;Łużna;gmina wiejska;2017-01-01
5;2;12;22;05;07;2;Moszczenica;gmina wiejska;2017-01-01
5;2;12;22;05;08;2;Ropa;gmina wiejska;2017-01-01
5;2;12;22;05;09;2;Sękowa;gmina wiejska;2017-01-01
5;2;12;22;05;10;2;Uście Gorlickie;gmina wiejska;2017-01-01
5;2;12;22;07;01;1;Limanowa;gmina miejska;2017-01-01
5;2;12;22;07;02;1;Mszana Dolna;gmina miejska;2017-01-01
5;2;12;22;07;03;2;Dobra;gmina wiejska;2017-01-01
5;2;12;22;07;04;2;Jodłownik;gmina wiejska;2017-01-01
5;2;12;22;07;05;2;Kamienica;gmina wiejska;2017-01-01
5;2;12;22;07;06;2;Laskowa;gmina wiejska;2017-01-01
5;2;12;22;07;07;2;Limanowa;gmina wiejska;2017-01-01
5;2;12;22;07;08;2;Łukowica;gmina wiejska;2017-01-01
5;2;12;22;07;09;2;Mszana Dolna;gmina wiejska;2017-01-01
5;2;12;22;07;10;2;Niedźwiedź;gmina wiejska;2017-01-01
5;2;12;22;07;11;2;Słopnice;gmina wiejska;2017-01-01
5;2;12;22;07;12;2;Tymbark;gmina wiejska;2017-01-01
5;2;12;22;10;01;1;Grybów;gmina miejska;2017-01-01
5;2;12;22;10;02;2;Chełmiec;gmina wiejska;2017-01-01
5;2;12;22;10;03;2;Gródek nad Dunajcem;gmina wiejska;2017-01-01
5;2;12;22;10;04;2;Grybów;gmina wiejska;2017-01-01
5;2;12;22;10;05;2;Kamionka Wielka;gmina wiejska;2017-01-01
5;2;12;22;10;06;2;Korzenna;gmina wiejska;2017-01-01
5;2;12;22;10;07;3;Krynica-Zdrój;gmina miejsko-wiejska;2017-01-01
5;2;12;22;10;07;4;Krynica-Zdrój;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;10;07;5;Krynica-Zdrój;obszar wiejski;2017-01-01
5;2;12;22;10;08;2;Łabowa;gmina wiejska;2017-01-01
5;2;12;22;10;09;2;Łącko;gmina wiejska;2017-01-01
5;2;12;22;10;10;2;Łososina Dolna;gmina wiejska;2017-01-01
5;2;12;22;10;11;3;Muszyna;gmina miejsko-wiejska;2017-01-01
5;2;12;22;10;11;4;Muszyna;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;10;11;5;Muszyna;obszar wiejski;2017-01-01
5;2;12;22;10;12;2;Nawojowa;gmina wiejska;2017-01-01
5;2;12;22;10;13;3;Piwniczna-Zdrój;gmina miejsko-wiejska;2017-01-01
5;2;12;22;10;13;4;Piwniczna-Zdrój;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;10;13;5;Piwniczna-Zdrój;obszar wiejski;2017-01-01
5;2;12;22;10;14;2;Podegrodzie;gmina wiejska;2017-01-01
5;2;12;22;10;15;2;Rytro;gmina wiejska;2017-01-01
5;2;12;22;10;16;3;Stary Sącz;gmina miejsko-wiejska;2017-01-01
5;2;12;22;10;16;4;Stary Sącz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;22;10;16;5;Stary Sącz;obszar wiejski;2017-01-01
5;2;12;22;62;01;1;Nowy Sącz;gmina miejska;2017-01-01
5;2;12;23;03;01;3;Alwernia;gmina miejsko-wiejska;2017-01-01
5;2;12;23;03;01;4;Alwernia;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;03;01;5;Alwernia;obszar wiejski;2017-01-01
5;2;12;23;03;02;2;Babice;gmina wiejska;2017-01-01
5;2;12;23;03;03;3;Chrzanów;gmina miejsko-wiejska;2017-01-01
5;2;12;23;03;03;4;Chrzanów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;03;03;5;Chrzanów;obszar wiejski;2017-01-01
5;2;12;23;03;04;3;Libiąż;gmina miejsko-wiejska;2017-01-01
5;2;12;23;03;04;4;Libiąż;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;03;04;5;Libiąż;obszar wiejski;2017-01-01
5;2;12;23;03;05;3;Trzebinia;gmina miejsko-wiejska;2017-01-01
5;2;12;23;03;05;4;Trzebinia;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;03;05;5;Trzebinia;obszar wiejski;2017-01-01
5;2;12;23;12;01;1;Bukowno;gmina miejska;2017-01-01
5;2;12;23;12;03;2;Bolesław;gmina wiejska;2017-01-01
5;2;12;23;12;04;2;Klucze;gmina wiejska;2017-01-01
5;2;12;23;12;05;3;Olkusz;gmina miejsko-wiejska;2017-01-01
5;2;12;23;12;05;4;Olkusz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;12;05;5;Olkusz;obszar wiejski;2017-01-01
5;2;12;23;12;06;2;Trzyciąż;gmina wiejska;2017-01-01
5;2;12;23;12;07;3;Wolbrom;gmina miejsko-wiejska;2017-01-01
5;2;12;23;12;07;4;Wolbrom;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;12;07;5;Wolbrom;obszar wiejski;2017-01-01
5;2;12;23;13;01;1;Oświęcim;gmina miejska;2017-01-01
5;2;12;23;13;02;3;Brzeszcze;gmina miejsko-wiejska;2017-01-01
5;2;12;23;13;02;4;Brzeszcze;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;13;02;5;Brzeszcze;obszar wiejski;2017-01-01
5;2;12;23;13;03;3;Chełmek;gmina miejsko-wiejska;2017-01-01
5;2;12;23;13;03;4;Chełmek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;13;03;5;Chełmek;obszar wiejski;2017-01-01
5;2;12;23;13;04;3;Kęty;gmina miejsko-wiejska;2017-01-01
5;2;12;23;13;04;4;Kęty;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;13;04;5;Kęty;obszar wiejski;2017-01-01
5;2;12;23;13;05;2;Osiek;gmina wiejska;2017-01-01
5;2;12;23;13;06;2;Oświęcim;gmina wiejska;2017-01-01
5;2;12;23;13;07;2;Polanka Wielka;gmina wiejska;2017-01-01
5;2;12;23;13;08;2;Przeciszów;gmina wiejska;2017-01-01
5;2;12;23;13;09;3;Zator;gmina miejsko-wiejska;2017-01-01
5;2;12;23;13;09;4;Zator;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;13;09;5;Zator;obszar wiejski;2017-01-01
5;2;12;23;18;01;3;Andrychów;gmina miejsko-wiejska;2017-01-01
5;2;12;23;18;01;4;Andrychów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;18;01;5;Andrychów;obszar wiejski;2017-01-01
5;2;12;23;18;02;2;Brzeźnica;gmina wiejska;2017-01-01
5;2;12;23;18;03;3;Kalwaria Zebrzydowska;gmina miejsko-wiejska;2017-01-01
5;2;12;23;18;03;4;Kalwaria Zebrzydowska;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;18;03;5;Kalwaria Zebrzydowska;obszar wiejski;2017-01-01
5;2;12;23;18;04;2;Lanckorona;gmina wiejska;2017-01-01
5;2;12;23;18;05;2;Mucharz;gmina wiejska;2017-01-01
5;2;12;23;18;06;2;Spytkowice;gmina wiejska;2017-01-01
5;2;12;23;18;07;2;Stryszów;gmina wiejska;2017-01-01
5;2;12;23;18;08;2;Tomice;gmina wiejska;2017-01-01
5;2;12;23;18;09;3;Wadowice;gmina miejsko-wiejska;2017-01-01
5;2;12;23;18;09;4;Wadowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;23;18;09;5;Wadowice;obszar wiejski;2017-01-01
5;2;12;23;18;10;2;Wieprz;gmina wiejska;2017-01-01
5;2;12;24;02;01;2;Borzęcin;gmina wiejska;2017-01-01
5;2;12;24;02;02;3;Brzesko;gmina miejsko-wiejska;2017-01-01
5;2;12;24;02;02;4;Brzesko;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;02;02;5;Brzesko;obszar wiejski;2017-01-01
5;2;12;24;02;03;3;Czchów;gmina miejsko-wiejska;2017-01-01
5;2;12;24;02;03;4;Czchów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;02;03;5;Czchów;obszar wiejski;2017-01-01
5;2;12;24;02;04;2;Dębno;gmina wiejska;2017-01-01
5;2;12;24;02;05;2;Gnojnik;gmina wiejska;2017-01-01
5;2;12;24;02;06;2;Iwkowa;gmina wiejska;2017-01-01
5;2;12;24;02;07;2;Szczurowa;gmina wiejska;2017-01-01
5;2;12;24;04;01;2;Bolesław;gmina wiejska;2017-01-01
5;2;12;24;04;02;3;Dąbrowa Tarnowska;gmina miejsko-wiejska;2017-01-01
5;2;12;24;04;02;4;Dąbrowa Tarnowska;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;04;02;5;Dąbrowa Tarnowska;obszar wiejski;2017-01-01
5;2;12;24;04;03;2;Gręboszów;gmina wiejska;2017-01-01
5;2;12;24;04;04;2;Mędrzechów;gmina wiejska;2017-01-01
5;2;12;24;04;05;2;Olesno;gmina wiejska;2017-01-01
5;2;12;24;04;06;2;Radgoszcz;gmina wiejska;2017-01-01
5;2;12;24;04;07;3;Szczucin;gmina miejsko-wiejska;2017-01-01
5;2;12;24;04;07;4;Szczucin;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;04;07;5;Szczucin;obszar wiejski;2017-01-01
5;2;12;24;16;01;3;Ciężkowice;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;01;4;Ciężkowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;01;5;Ciężkowice;obszar wiejski;2017-01-01
5;2;12;24;16;02;2;Gromnik;gmina wiejska;2017-01-01
5;2;12;24;16;03;2;Lisia Góra;gmina wiejska;2017-01-01
5;2;12;24;16;04;2;Pleśna;gmina wiejska;2017-01-01
5;2;12;24;16;05;3;Radłów;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;05;4;Radłów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;05;5;Radłów;obszar wiejski;2017-01-01
5;2;12;24;16;06;3;Ryglice;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;06;4;Ryglice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;06;5;Ryglice;obszar wiejski;2017-01-01
5;2;12;24;16;07;2;Rzepiennik Strzyżewski;gmina wiejska;2017-01-01
5;2;12;24;16;08;2;Skrzyszów;gmina wiejska;2017-01-01
5;2;12;24;16;09;2;Tarnów;gmina wiejska;2017-01-01
5;2;12;24;16;10;3;Tuchów;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;10;4;Tuchów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;10;5;Tuchów;obszar wiejski;2017-01-01
5;2;12;24;16;11;2;Wierzchosławice;gmina wiejska;2017-01-01
5;2;12;24;16;12;2;Wietrzychowice;gmina wiejska;2017-01-01
5;2;12;24;16;13;3;Wojnicz;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;13;4;Wojnicz;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;13;5;Wojnicz;obszar wiejski;2017-01-01
5;2;12;24;16;14;3;Zakliczyn;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;14;4;Zakliczyn;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;14;5;Zakliczyn;obszar wiejski;2017-01-01
5;2;12;24;16;15;3;Żabno;gmina miejsko-wiejska;2017-01-01
5;2;12;24;16;15;4;Żabno;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;24;16;15;5;Żabno;obszar wiejski;2017-01-01
5;2;12;24;16;16;2;Szerzyny;gmina wiejska;2017-01-01
5;2;12;24;63;01;1;Tarnów;gmina miejska;2017-01-01
5;2;12;69;11;01;1;Nowy Targ;gmina miejska;2017-01-01
5;2;12;69;11;02;3;Szczawnica;gmina miejsko-wiejska;2017-01-01
5;2;12;69;11;02;4;Szczawnica;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;69;11;02;5;Szczawnica;obszar wiejski;2017-01-01
5;2;12;69;11;03;2;Czarny Dunajec;gmina wiejska;2017-01-01
5;2;12;69;11;04;2;Czorsztyn;gmina wiejska;2017-01-01
5;2;12;69;11;05;2;Jabłonka;gmina wiejska;2017-01-01
5;2;12;69;11;06;2;Krościenko nad Dunajcem;gmina wiejska;2017-01-01
5;2;12;69;11;07;2;Lipnica Wielka;gmina wiejska;2017-01-01
5;2;12;69;11;08;2;Łapsze Niżne;gmina wiejska;2017-01-01
5;2;12;69;11;09;2;Nowy Targ;gmina wiejska;2017-01-01
5;2;12;69;11;10;2;Ochotnica Dolna;gmina wiejska;2017-01-01
5;2;12;69;11;11;2;Raba Wyżna;gmina wiejska;2017-01-01
5;2;12;69;11;12;3;Rabka-Zdrój;gmina miejsko-wiejska;2017-01-01
5;2;12;69;11;12;4;Rabka-Zdrój;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;69;11;12;5;Rabka-Zdrój;obszar wiejski;2017-01-01
5;2;12;69;11;13;2;Spytkowice;gmina wiejska;2017-01-01
5;2;12;69;11;14;2;Szaflary;gmina wiejska;2017-01-01
5;2;12;69;15;01;1;Jordanów;gmina miejska;2017-01-01
5;2;12;69;15;02;1;Sucha Beskidzka;gmina miejska;2017-01-01
5;2;12;69;15;03;2;Budzów;gmina wiejska;2017-01-01
5;2;12;69;15;04;2;Bystra-Sidzina;gmina wiejska;2017-01-01
5;2;12;69;15;05;2;Jordanów;gmina wiejska;2017-01-01
5;2;12;69;15;06;3;Maków Podhalański;gmina miejsko-wiejska;2017-01-01
5;2;12;69;15;06;4;Maków Podhalański;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;12;69;15;06;5;Maków Podhalański;obszar wiejski;2017-01-01
5;2;12;69;15;07;2;Stryszawa;gmina wiejska;2017-01-01
5;2;12;69;15;08;2;Zawoja;gmina wiejska;2017-01-01
5;2;12;69;15;09;2;Zembrzyce;gmina wiejska;2017-01-01
5;2;12;69;17;01;1;Zakopane;gmina miejska;2017-01-01
5;2;12;69;17;02;2;Biały Dunajec;gmina wiejska;2017-01-01
5;2;12;69;17;03;2;Bukowina Tatrzańska;gmina wiejska;2017-01-01
5;2;12;69;17;04;2;Kościelisko;gmina wiejska;2017-01-01
5;2;12;69;17;05;2;Poronin;gmina wiejska;2017-01-01
5;2;24;44;02;01;1;Szczyrk;gmina miejska;2017-01-01
5;2;24;44;02;02;2;Bestwina;gmina wiejska;2017-01-01
5;2;24;44;02;03;2;Buczkowice;gmina wiejska;2017-01-01
5;2;24;44;02;04;3;Czechowice-Dziedzice;gmina miejsko-wiejska;2017-01-01
5;2;24;44;02;04;4;Czechowice-Dziedzice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;44;02;04;5;Czechowice-Dziedzice;obszar wiejski;2017-01-01
5;2;24;44;02;05;2;Jasienica;gmina wiejska;2017-01-01
5;2;24;44;02;06;2;Jaworze;gmina wiejska;2017-01-01
5;2;24;44;02;07;2;Kozy;gmina wiejska;2017-01-01
5;2;24;44;02;08;2;Porąbka;gmina wiejska;2017-01-01
5;2;24;44;02;09;3;Wilamowice;gmina miejsko-wiejska;2017-01-01
5;2;24;44;02;09;4;Wilamowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;44;02;09;5;Wilamowice;obszar wiejski;2017-01-01
5;2;24;44;02;10;2;Wilkowice;gmina wiejska;2017-01-01
5;2;24;44;03;01;1;Cieszyn;gmina miejska;2017-01-01
5;2;24;44;03;02;1;Ustroń;gmina miejska;2017-01-01
5;2;24;44;03;03;1;Wisła;gmina miejska;2017-01-01
5;2;24;44;03;04;2;Brenna;gmina wiejska;2017-01-01
5;2;24;44;03;05;2;Chybie;gmina wiejska;2017-01-01
5;2;24;44;03;06;2;Dębowiec;gmina wiejska;2017-01-01
5;2;24;44;03;07;2;Goleszów;gmina wiejska;2017-01-01
5;2;24;44;03;08;2;Hażlach;gmina wiejska;2017-01-01
5;2;24;44;03;09;2;Istebna;gmina wiejska;2017-01-01
5;2;24;44;03;10;3;Skoczów;gmina miejsko-wiejska;2017-01-01
5;2;24;44;03;10;4;Skoczów;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;44;03;10;5;Skoczów;obszar wiejski;2017-01-01
5;2;24;44;03;11;3;Strumień;gmina miejsko-wiejska;2017-01-01
5;2;24;44;03;11;4;Strumień;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;44;03;11;5;Strumień;obszar wiejski;2017-01-01
5;2;24;44;03;12;2;Zebrzydowice;gmina wiejska;2017-01-01
5;2;24;44;17;01;1;Żywiec;gmina miejska;2017-01-01
5;2;24;44;17;02;2;Czernichów;gmina wiejska;2017-01-01
5;2;24;44;17;03;2;Gilowice;gmina wiejska;2017-01-01
5;2;24;44;17;04;2;Jeleśnia;gmina wiejska;2017-01-01
5;2;24;44;17;05;2;Koszarawa;gmina wiejska;2017-01-01
5;2;24;44;17;06;2;Lipowa;gmina wiejska;2017-01-01
5;2;24;44;17;07;2;Łękawica;gmina wiejska;2017-01-01
5;2;24;44;17;08;2;Łodygowice;gmina wiejska;2017-01-01
5;2;24;44;17;09;2;Milówka;gmina wiejska;2017-01-01
5;2;24;44;17;10;2;Radziechowy-Wieprz;gmina wiejska;2017-01-01
5;2;24;44;17;11;2;Rajcza;gmina wiejska;2017-01-01
5;2;24;44;17;12;2;Ślemień;gmina wiejska;2017-01-01
5;2;24;44;17;13;2;Świnna;gmina wiejska;2017-01-01
5;2;24;44;17;14;2;Ujsoły;gmina wiejska;2017-01-01
5;2;24;44;17;15;2;Węgierska Górka;gmina wiejska;2017-01-01
5;2;24;44;61;01;1;Bielsko-Biała;gmina miejska;2017-01-01
5;2;24;45;07;01;1;Lubliniec;gmina miejska;2017-01-01
5;2;24;45;07;02;2;Boronów;gmina wiejska;2017-01-01
5;2;24;45;07;03;2;Ciasna;gmina wiejska;2017-01-01
5;2;24;45;07;04;2;Herby;gmina wiejska;2017-01-01
5;2;24;45;07;05;2;Kochanowice;gmina wiejska;2017-01-01
5;2;24;45;07;06;2;Koszęcin;gmina wiejska;2017-01-01
5;2;24;45;07;07;2;Pawonków;gmina wiejska;2017-01-01
5;2;24;45;07;08;3;Woźniki;gmina miejsko-wiejska;2017-01-01
5;2;24;45;07;08;4;Woźniki;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;45;07;08;5;Woźniki;obszar wiejski;2017-01-01
5;2;24;45;13;01;1;Kalety;gmina miejska;2017-01-01
5;2;24;45;13;02;1;Miasteczko Śląskie;gmina miejska;2017-01-01
5;2;24;45;13;03;1;Radzionków;gmina miejska;2017-01-01
5;2;24;45;13;04;1;Tarnowskie Góry;gmina miejska;2017-01-01
5;2;24;45;13;05;2;Krupski Młyn;gmina wiejska;2017-01-01
5;2;24;45;13;06;2;Ożarowice;gmina wiejska;2017-01-01
5;2;24;45;13;07;2;Świerklaniec;gmina wiejska;2017-01-01
5;2;24;45;13;08;2;Tworóg;gmina wiejska;2017-01-01
5;2;24;45;13;09;2;Zbrosławice;gmina wiejska;2017-01-01
5;2;24;45;62;01;1;Bytom;gmina miejska;2017-01-01
5;2;24;45;71;01;1;Piekary Śląskie;gmina miejska;2017-01-01
5;2;24;46;04;01;3;Blachownia;gmina miejsko-wiejska;2017-01-01
5;2;24;46;04;01;4;Blachownia;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;04;01;5;Blachownia;obszar wiejski;2017-01-01
5;2;24;46;04;02;2;Dąbrowa Zielona;gmina wiejska;2017-01-01
5;2;24;46;04;03;2;Janów;gmina wiejska;2017-01-01
5;2;24;46;04;04;2;Kamienica Polska;gmina wiejska;2017-01-01
5;2;24;46;04;05;2;Kłomnice;gmina wiejska;2017-01-01
5;2;24;46;04;06;3;Koniecpol;gmina miejsko-wiejska;2017-01-01
5;2;24;46;04;06;4;Koniecpol;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;04;06;5;Koniecpol;obszar wiejski;2017-01-01
5;2;24;46;04;07;2;Konopiska;gmina wiejska;2017-01-01
5;2;24;46;04;08;2;Kruszyna;gmina wiejska;2017-01-01
5;2;24;46;04;09;2;Lelów;gmina wiejska;2017-01-01
5;2;24;46;04;10;2;Mstów;gmina wiejska;2017-01-01
5;2;24;46;04;11;2;Mykanów;gmina wiejska;2017-01-01
5;2;24;46;04;12;2;Olsztyn;gmina wiejska;2017-01-01
5;2;24;46;04;13;2;Poczesna;gmina wiejska;2017-01-01
5;2;24;46;04;14;2;Przyrów;gmina wiejska;2017-01-01
5;2;24;46;04;15;2;Rędziny;gmina wiejska;2017-01-01
5;2;24;46;04;16;2;Starcza;gmina wiejska;2017-01-01
5;2;24;46;06;01;3;Kłobuck;gmina miejsko-wiejska;2017-01-01
5;2;24;46;06;01;4;Kłobuck;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;06;01;5;Kłobuck;obszar wiejski;2017-01-01
5;2;24;46;06;02;3;Krzepice;gmina miejsko-wiejska;2017-01-01
5;2;24;46;06;02;4;Krzepice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;06;02;5;Krzepice;obszar wiejski;2017-01-01
5;2;24;46;06;03;2;Lipie;gmina wiejska;2017-01-01
5;2;24;46;06;04;2;Miedźno;gmina wiejska;2017-01-01
5;2;24;46;06;05;2;Opatów;gmina wiejska;2017-01-01
5;2;24;46;06;06;2;Panki;gmina wiejska;2017-01-01
5;2;24;46;06;07;2;Popów;gmina wiejska;2017-01-01
5;2;24;46;06;08;2;Przystajń;gmina wiejska;2017-01-01
5;2;24;46;06;09;2;Wręczyca Wielka;gmina wiejska;2017-01-01
5;2;24;46;09;01;1;Myszków;gmina miejska;2017-01-01
5;2;24;46;09;02;3;Koziegłowy;gmina miejsko-wiejska;2017-01-01
5;2;24;46;09;02;4;Koziegłowy;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;09;02;5;Koziegłowy;obszar wiejski;2017-01-01
5;2;24;46;09;03;2;Niegowa;gmina wiejska;2017-01-01
5;2;24;46;09;04;2;Poraj;gmina wiejska;2017-01-01
5;2;24;46;09;05;3;Żarki;gmina miejsko-wiejska;2017-01-01
5;2;24;46;09;05;4;Żarki;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;46;09;05;5;Żarki;obszar wiejski;2017-01-01
5;2;24;46;64;01;1;Częstochowa;gmina miejska;2017-01-01
5;2;24;47;05;01;1;Knurów;gmina miejska;2017-01-01
5;2;24;47;05;02;1;Pyskowice;gmina miejska;2017-01-01
5;2;24;47;05;03;2;Gierałtowice;gmina wiejska;2017-01-01
5;2;24;47;05;04;2;Pilchowice;gmina wiejska;2017-01-01
5;2;24;47;05;05;2;Rudziniec;gmina wiejska;2017-01-01
5;2;24;47;05;06;3;Sośnicowice;gmina miejsko-wiejska;2017-01-01
5;2;24;47;05;06;4;Sośnicowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;47;05;06;5;Sośnicowice;obszar wiejski;2017-01-01
5;2;24;47;05;07;3;Toszek;gmina miejsko-wiejska;2017-01-01
5;2;24;47;05;07;4;Toszek;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;47;05;07;5;Toszek;obszar wiejski;2017-01-01
5;2;24;47;05;08;2;Wielowieś;gmina wiejska;2017-01-01
5;2;24;47;66;01;1;Gliwice;gmina miejska;2017-01-01
5;2;24;47;78;01;1;Zabrze;gmina miejska;2017-01-01
5;2;24;48;63;01;1;Chorzów;gmina miejska;2017-01-01
5;2;24;48;69;01;1;Katowice;gmina miejska;2017-01-01
5;2;24;48;70;01;1;Mysłowice;gmina miejska;2017-01-01
5;2;24;48;72;01;1;Ruda Śląska;gmina miejska;2017-01-01
5;2;24;48;74;01;1;Siemianowice Śląskie;gmina miejska;2017-01-01
5;2;24;48;76;01;1;Świętochłowice;gmina miejska;2017-01-01
5;2;24;49;11;01;1;Racibórz;gmina miejska;2017-01-01
5;2;24;49;11;02;2;Kornowac;gmina wiejska;2017-01-01
5;2;24;49;11;03;3;Krzanowice;gmina miejsko-wiejska;2017-01-01
5;2;24;49;11;03;4;Krzanowice;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;49;11;03;5;Krzanowice;obszar wiejski;2017-01-01
5;2;24;49;11;04;2;Krzyżanowice;gmina wiejska;2017-01-01
5;2;24;49;11;05;3;Kuźnia Raciborska;gmina miejsko-wiejska;2017-01-01
5;2;24;49;11;05;4;Kuźnia Raciborska;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;49;11;05;5;Kuźnia Raciborska;obszar wiejski;2017-01-01
5;2;24;49;11;06;2;Nędza;gmina wiejska;2017-01-01
5;2;24;49;11;07;2;Pietrowice Wielkie;gmina wiejska;2017-01-01
5;2;24;49;11;08;2;Rudnik;gmina wiejska;2017-01-01
5;2;24;49;12;01;3;Czerwionka-Leszczyny;gmina miejsko-wiejska;2017-01-01
5;2;24;49;12;01;4;Czerwionka-Leszczyny;miasto w gminie miejsko-wiejskiej;2017-01-01
5;2;24;49;12;01;5;Czerwionka-Leszczyny;obszar wiejski;2017-01-01
5;2;24;49;12;02;2;Gaszowice;gmina wiejska;2017-01-01
5;2;24;49;12;03;2;Jejkowice;gmina wiejska;2017-01-01
5;2;24;49;12;04;2;Lyski;gmina wiejska;2017-01-01
5;2;24;49;12;05;2;Świerklany;gmina wiejska;2017-01-01
5;2;24;49;15;01;1;Pszów;gmina miejska;2017-01-01
5;2;24;49;15;02;1;Radlin;gmina miejska;2017-01-01
